Final5k,Final10k,FinalHalf,FinalFull,MPH5K,MPH10K,MPHHalf,MPHFull
0 : 29 : 43,1 : 03 : 30,2 : 22 : 34,5 : 34 : 49,6.259113853056647,5.858267716535433,5.513210194061259,4.695106774851909
1 : 06 : 45,1 : 48 : 53,3 : 50 : 51,7 : 2 : 52,2.7865168539325844,3.4165008418796874,3.404808317089019,3.7174838404540433
0 : 40 : 42,0 : 48 : 23,2 : 7 : 45,5 : 42 : 17,4.57002457002457,7.688598002066827,6.152641878669275,4.592686370940254
0 : 27 : 05,0 : 58 : 21,2 : 3 : 22,4 : 39 : 33,6.867692307692308,6.375321336760925,6.371251013239665,5.62332319799678
0 : 38 : 26,1 : 17 : 50,2 : 51 : 44,5 : 49 : 40,4.839549002601908,4.779443254817988,4.576863354037267,4.495710200190657
0 : 28 : 27,0 : 56 : 05,1 : 59 : 56,4 : 38 : 48,6.537785588752197,6.632986627043091,6.553640911617565,5.6384505021520805
0 : 46 : 19,1 : 31 : 13,2 : 31 : 46,5 : 12 : 53,4.015833033465275,4.078202082952677,5.179002855260268,5.024236936025143
0 : 38 : 11,1 : 14 : 03,2 : 44 : 28,5 : 45 : 0,4.87123526844173,5.023632680621202,4.779083907580056,4.556521739130434
0 : 25 : 24,0 : 52 : 47,1 : 55 : 58,3 : 38 : 38,7.3228346456692925,7.047679191664036,6.77780971543547,7.190120445189816
0 : 38 : 08,1 : 24 : 42,3 : 9 : 2,6 : 49 : 41,4.8776223776223775,4.3919716646989375,4.157996825956621,3.837109962979537
0 : 31 : 34,1 : 07 : 06,2 : 30 : 15,5 : 5 : 7,5.892291446673707,5.543964232488824,5.231281198003328,5.152127601463921
0 : 43 : 10,1 : 17 : 25,3 : 4 : 19,7 : 6 : 0,4.308880308880309,4.805166846071044,4.2644000361696355,3.6901408450704225
0 : 57 : 19,1 : 29 : 02,3 : 19 : 49,5 : 14 : 36,3.2451293980808376,4.178210408086859,3.9336058053215446,4.996821360457723
0 : 36 : 25,1 : 22 : 13,2 : 34 : 50,5 : 10 : 53,5.107551487414188,4.524630042570444,5.076426264800861,5.056559266605908
0 : 40 : 57,1 : 21 : 25,2 : 51 : 54,6 : 10 : 12,4.542124542124542,4.569089048106449,4.5724258289703315,4.246353322528363
0 : 57 : 48,1 : 32 : 23,3 : 5 : 50,6 : 50 : 34,3.2179930795847755,4.02670034277467,4.229596412556053,3.828854428838191
0 : 36 : 57,1 : 17 : 46,2 : 43 : 4,5 : 30 : 5,5.03382949932341,4.783540505786542,4.82011447260834,4.76243372885635
0 : 30 : 17,1 : 01 : 53,2 : 16 : 32,5 : 6 : 39,6.141992294991744,6.01131160786426,5.7568359375,5.126365563345835
1 : 02 : 04,1 : 22 : 16,2 : 30 : 4,4 : 30 : 39,2.9967776584317938,4.521880064829822,5.237672145713017,5.8082394236098285
0 : 33 : 26,1 : 10 : 04,2 : 37 : 6,5 : 56 : 42,5.563310069790629,5.309229305423406,5.0031826861871425,4.4070647603027755
0 : 30 : 08,0 : 56 : 53,1 : 54 : 20,4 : 21 : 23,6.172566371681416,6.539701142689716,6.87463556851312,6.014155454951221
0 : 41 : 13,1 : 28 : 25,3 : 19 : 32,7 : 2 : 43,4.5127375657096644,4.207351555136664,3.9391914467089877,3.7188029807199463
0 : 41 : 13,1 : 28 : 26,3 : 19 : 32,7 : 2 : 42,4.5127375657096644,4.206558612891066,3.9391914467089877,3.7189496096522356
0 : 49 : 32,0 : 53 : 30,2 : 4 : 19,4 : 33 : 40,3.755047106325707,6.953271028037383,6.322563346293069,5.744214372716199
1 : 15 : 24,1 : 38 : 39,2 : 42 : 57,5 : 52 : 31,2.4668435013262595,3.7709072478459196,4.823565510892911,4.459363623469339
0 : 49 : 54,1 : 28 : 37,3 : 12 : 41,5 : 58 : 16,3.7274549098196395,4.197855933797254,4.079231900354641,4.387793077781913
0 : 36 : 21,1 : 21 : 31,2 : 45 : 18,5 : 38 : 50,5.116918844566713,4.563483950112452,4.754990925589836,4.6394490900147565
0 : 36 : 21,1 : 21 : 31,2 : 45 : 19,5 : 38 : 49,5.116918844566713,4.563483950112452,4.754511543502369,4.639677308278814
1 : 15 : 44,1 : 50 : 51,3 : 15 : 16,7 : 7 : 28,2.455985915492958,3.3558863328822737,4.025264595425059,3.67747972551466
1 : 15 : 45,1 : 50 : 51,3 : 15 : 16,7 : 7 : 28,2.4554455445544554,3.3558863328822737,4.025264595425059,3.67747972551466
0 : 45 : 05,1 : 30 : 02,3 : 14 : 8,6 : 49 : 0,4.1256931608133085,4.131803035912625,4.048763736263736,3.843520782396088
0 : 24 : 09,1 : 14 : 41,2 : 2 : 9,4 : 22 : 32,7.701863354037268,4.981031019861638,6.4347114203847715,5.987811071609954
0 : 31 : 55,1 : 14 : 41,2 : 29 : 47,5 : 18 : 14,5.827676240208877,4.981031019861638,5.2475798375431175,4.939771656017597
0 : 35 : 07,1 : 23 : 54,2 : 38 : 27,6 : 26 : 38,5.296630280018984,4.433849821215733,4.960555380246134,4.065867747219587
0 : 24 : 35,0 : 52 : 00,2 : 7 : 52,5 : 16 : 39,7.566101694915255,7.153846153846154,6.147028154327424,4.964471814306016
0 : 56 : 47,1 : 42 : 40,3 : 39 : 24,7 : 14 : 53,3.27560904021133,3.623376623376623,3.5824977210574294,3.6147625800022993
1 : 01 : 19,1 : 27 : 17,3 : 9 : 22,6 : 56 : 1,3.0334329980973087,4.261982050792438,4.150677697588453,3.7786947638315773
0 : 58 : 27,1 : 34 : 02,2 : 59 : 3,5 : 47 : 28,3.182207014542344,3.9560439560439558,4.389835241552639,4.524174980813508
0 : 24 : 52,0 : 56 : 24,2 : 1 : 34,4 : 22 : 45,7.479892761394102,6.595744680851064,6.465588154647655,5.982873453853473
0 : 49 : 23,1 : 32 : 05,3 : 16 : 15,7 : 2 : 1,3.7664529193385086,4.039819004524888,4.005095541401274,3.7249713676395086
0 : 30 : 20,0 : 59 : 09,2 : 9 : 25,4 : 28 : 58,6.131868131868132,6.289095519864751,6.073406310367032,5.8445904077333
0 : 58 : 49,1 : 34 : 09,3 : 32 : 0,6 : 28 : 31,3.1623689430433553,3.951141795007966,3.707547169811321,4.046158465960277
0 : 58 : 48,1 : 50 : 14,3 : 32 : 1,6 : 41 : 30,3.163265306122449,3.374659812518899,3.707255718890024,3.9153175591531757
0 : 39 : 50,1 : 19 : 00,3 : 8 : 45,7 : 7 : 3,4.669456066945607,4.708860759493671,4.164238410596027,3.681067790656831
0 : 36 : 41,1 : 06 : 44,2 : 32 : 9,5 : 19 : 11,5.070422535211268,5.574425574425574,5.16595465001643,4.925069186987624
0 : 31 : 31,1 : 08 : 25,2 : 31 : 22,6 : 6 : 20,5.901639344262295,5.437271619975639,5.192688835058357,4.2911737943585075
1 : 17 : 56,1 : 52 : 54,3 : 21 : 59,6 : 13 : 39,2.3866552609067577,3.294951284322409,3.8914101823582805,4.207145724608591
0 : 44 : 01,1 : 42 : 11,3 : 30 : 22,6 : 51 : 1,4.225672093903825,3.640515413472517,3.7363333861511645,3.8246624224484003
0 : 44 : 01,1 : 42 : 09,3 : 30 : 22,6 : 51 : 1,4.225672093903825,3.6417033773861966,3.7363333861511645,3.8246624224484003
0 : 33 : 16,1 : 01 : 45,2 : 15 : 18,4 : 59 : 51,5.59118236472946,6.024291497975709,5.809312638580931,5.242621310655327
0 : 33 : 54,1 : 08 : 06,2 : 35 : 6,5 : 41 : 48,5.486725663716815,5.462555066079295,5.067698259187621,4.599180807489759
0 : 39 : 11,1 : 24 : 22,3 : 7 : 49,4 : 52 : 56,4.7469162058698435,4.409324377716318,4.184932114650812,5.366408739189803
0 : 42 : 50,1 : 33 : 30,3 : 16 : 56,6 : 55 : 24,4.342412451361867,3.978609625668449,3.9911983750846307,3.7843042850264808
0 : 32 : 35,0 : 58 : 39,1 : 58 : 41,4 : 11 : 33,5.708439897698209,6.342710997442456,6.6226653559893265,6.249254621347645
0 : 44 : 04,1 : 20 : 22,2 : 29 : 5,5 : 23 : 7,4.2208774583963695,4.628784736623808,5.272219116825041,4.865115799246918
0 : 44 : 05,1 : 05 : 44,2 : 29 : 5,5 : 23 : 8,4.2192816635160675,5.659229208924949,5.272219116825041,4.864864864864865
0 : 35 : 05,1 : 15 : 17,2 : 43 : 23,6 : 9 : 41,5.30166270783848,4.941332742970999,4.810772212587984,4.252287994229295
0 : 31 : 08,1 : 04 : 35,2 : 20 : 17,5 : 32 : 31,5.974304068522485,5.760000000000001,5.602946417963645,4.727582577314421
0 : 26 : 35,0 : 57 : 05,2 : 8 : 53,5 : 10 : 53,6.996865203761756,6.5167883211678825,6.098538730117677,5.056559266605908
1 : 18 : 27,1 : 40 : 38,3 : 36 : 50,7 : 3 : 9,2.3709369024856595,3.6965882742630005,3.624903920061491,3.7149946827366183
0 : 29 : 25,0 : 58 : 37,2 : 21 : 44,5 : 35 : 13,6.3229461756373935,6.346317884560705,5.545625587958608,4.6895043007010395
0 : 26 : 33,0 : 56 : 34,2 : 5 : 50,5 : 17 : 29,7.005649717514125,6.576311137301119,6.2463576158940395,4.951441020526011
0 : 29 : 17,1 : 01 : 27,2 : 22 : 45,4 : 58 : 10,6.351735913488901,6.0537021969080556,5.506129597197898,5.272219116825041
0 : 29 : 17,1 : 01 : 26,2 : 22 : 46,4 : 58 : 10,6.351735913488901,6.0553445469343465,5.505486808311931,5.272219116825041
0 : 47 : 08,1 : 29 : 48,3 : 10 : 46,7 : 8 : 52,3.9462517680339464,4.142538975501114,4.120216669578892,3.6654748950722835
0 : 38 : 21,1 : 55 : 40,2 : 43 : 18,6 : 5 : 39,4.85006518904824,3.2161383285302594,4.81322718922229,4.299193217557774
0 : 44 : 53,1 : 29 : 54,3 : 20 : 40,6 : 53 : 9,4.1440772372818415,4.137931034482758,3.9169435215946846,3.8049134696841342
1 : 27 : 01,1 : 16 : 04,3 : 16 : 27,6 : 36 : 50,2.137521547596246,4.8904469763365475,4.001018070755918,3.9613607727845443
1 : 09 : 48,1 : 54 : 39,4 : 4 : 57,7 : 34 : 53,2.664756446991404,3.2446576537287397,3.2088181261481936,3.455831165500311
1 : 01 : 07,1 : 47 : 59,3 : 21 : 20,6 : 59 : 8,3.0433596945732204,3.444976076555024,3.9039735099337745,3.750596468904088
0 : 51 : 49,1 : 42 : 55,3 : 29 : 25,7 : 3 : 45,3.5895786426503697,3.614574898785425,3.753282928770394,3.709734513274336
0 : 31 : 33,0 : 55 : 27,1 : 55 : 30,4 : 10 : 17,5.8954041204437395,6.708746618575293,6.805194805194805,6.2808816674435635
1 : 03 : 23,2 : 01 : 53,3 : 36 : 17,7 : 8 : 56,2.9345253747041813,3.0520990017776564,3.634121907991061,3.6649051911718993
0 : 51 : 11,1 : 27 : 17,3 : 32 : 11,6 : 22 : 23,3.6339954412243576,4.261982050792438,3.7043437279082556,4.111057838992285
0 : 31 : 57,1 : 07 : 42,2 : 30 : 51,6 : 0 : 31,5.821596244131456,5.4948301329394384,5.210473980775605,4.3604086727382
0 : 37 : 13,1 : 08 : 58,2 : 31 : 3,4 : 55 : 37,4.9977608598298255,5.393910101498308,5.203574975173783,5.317697468568529
0 : 36 : 25,1 : 15 : 46,2 : 51 : 39,6 : 23 : 37,5.107551487414188,4.909810822701276,4.579085348092048,4.097840726419602
0 : 35 : 00,1 : 17 : 33,2 : 40 : 16,5 : 33 : 59,5.314285714285714,4.796905222437138,4.904326123128119,4.706821697689505
0 : 24 : 26,1 : 04 : 27,2 : 4 : 25,3 : 36 : 10,7.612551159618008,5.771916214119472,6.31748158070998,7.2721665381649965
1 : 13 : 33,2 : 14 : 04,3 : 45 : 5,6 : 54 : 13,2.5288919102651257,2.77473893585281,3.4920399851906696,3.7951152778336623
0 : 23 : 47,0 : 52 : 01,1 : 53 : 6,4 : 26 : 51,7.820602662929222,7.151553989106056,6.949602122015915,5.8909499718943215
0 : 28 : 48,0 : 58 : 47,2 : 8 : 48,4 : 26 : 12,6.458333333333333,6.3283243549759005,6.102484472049689,5.905334335086401
0 : 28 : 48,0 : 58 : 46,2 : 8 : 48,4 : 26 : 11,6.458333333333333,6.33011911514464,6.102484472049689,5.9057040886606975
0 : 18 : 38,0 : 39 : 13,1 : 27 : 1,3 : 12 : 10,9.982110912343472,9.485762855928602,9.032752346293814,8.180398959236774
0 : 25 : 47,0 : 50 : 28,1 : 48 : 58,3 : 56 : 54,7.213962508080155,7.371202113606341,7.21321505047415,6.6357112705783035
0 : 29 : 46,1 : 00 : 39,2 : 11 : 35,4 : 59 : 9,6.248600223964166,6.133553173948887,5.973400886637112,5.254888851746616
0 : 48 : 20,1 : 33 : 33,3 : 23 : 18,7 : 7 : 36,3.8482758620689657,3.976483164083378,3.8662075750122966,3.676333021515435
0 : 30 : 45,1 : 00 : 02,2 : 17 : 5,4 : 53 : 32,6.048780487804879,6.196557468073293,5.733738601823708,5.355439473086531
0 : 30 : 46,0 : 59 : 59,2 : 17 : 5,4 : 53 : 32,6.045503791982665,6.201722700750208,5.733738601823708,5.355439473086531
0 : 28 : 21,0 : 59 : 16,2 : 5 : 29,4 : 27 : 33,6.560846560846561,6.276715410573678,6.26378005047151,5.875537282750888
0 : 26 : 08,0 : 53 : 50,1 : 52 : 33,4 : 38 : 10,7.117346938775511,6.910216718266254,6.983562860950689,5.651288196524865
0 : 26 : 37,0 : 51 : 48,1 : 55 : 8,4 : 49 : 44,6.988102692548528,7.181467181467182,6.826867400115807,5.425678785089738
0 : 36 : 11,1 : 21 : 24,3 : 1 : 0,7 : 8 : 16,5.140488254260711,4.57002457002457,4.342541436464089,3.6706102117061024
0 : 23 : 26,0 : 48 : 45,1 : 56 : 27,4 : 35 : 37,7.9374110953058326,7.630769230769231,6.749677973379132,5.703573804196649
0 : 27 : 18,1 : 28 : 39,2 : 6 : 32,4 : 53 : 47,6.813186813186813,4.196277495769881,6.2118018967334026,5.350882169399216
0 : 52 : 08,1 : 38 : 35,3 : 24 : 42,7 : 2 : 16,3.567774936061381,3.773457311918851,3.839765510503175,3.7227660246289864
0 : 31 : 01,1 : 07 : 23,2 : 28 : 25,5 : 32 : 49,5.996775926921011,5.520652980460054,5.2959011791128585,4.723321147779057
0 : 31 : 00,1 : 07 : 25,2 : 28 : 25,5 : 32 : 49,6,5.517923362175526,5.2959011791128585,4.723321147779057
0 : 43 : 01,1 : 30 : 51,3 : 17 : 40,6 : 47 : 0,4.323905462998838,4.094661529994497,3.9763912310286678,3.862407862407862
0 : 46 : 36,1 : 30 : 18,3 : 7 : 31,7 : 5 : 18,3.9914163090128754,4.119601328903655,4.191627410896809,3.6962144368680927
0 : 44 : 24,1 : 21 : 00,3 : 8 : 19,7 : 0 : 33,4.1891891891891895,4.592592592592593,4.173820692096646,3.737962192367138
0 : 38 : 45,1 : 19 : 02,2 : 43 : 27,6 : 9 : 10,4.8,4.706874736398144,4.808810033649434,4.25823927765237
0 : 23 : 33,0 : 48 : 39,2 : 2 : 17,4 : 10 : 42,7.898089171974522,7.646454265159302,6.427695243287446,6.270442760271242
0 : 43 : 36,1 : 04 : 31,2 : 19 : 10,4 : 38 : 58,4.26605504587156,5.765951950400414,5.6479041916167665,5.635081849683356
0 : 33 : 37,1 : 06 : 21,2 : 27 : 21,5 : 54 : 20,5.532969757064948,5.606631499623211,5.334238208347473,4.436500470366886
0 : 29 : 07,1 : 01 : 21,2 : 15 : 53,4 : 58 : 57,6.388093875214653,6.06356968215159,5.784373850116521,5.258404415454089
0 : 26 : 37,0 : 53 : 51,1 : 59 : 53,4 : 54 : 20,6.988102692548528,6.908077994428969,6.556374252745725,5.340883352208381
0 : 33 : 51,1 : 05 : 39,2 : 31 : 11,5 : 42 : 23,5.4948301329394384,5.666412795125666,5.198985778855694,4.591344983692742
0 : 46 : 34,1 : 19 : 24,2 : 16 : 18,4 : 58 : 57,3.9942734430923403,4.68513853904282,5.766691122523843,5.258404415454089
0 : 42 : 34,1 : 26 : 59,3 : 5 : 48,6 : 0 : 3,4.36961628817541,4.276681356581721,4.230355220667384,4.3660602694070265
1 : 16 : 58,1 : 10 : 00,2 : 11 : 0,4 : 39 : 32,2.4166305760069293,5.314285714285714,6,5.623658478416407
0 : 34 : 24,1 : 30 : 01,2 : 26 : 15,6 : 15 : 53,5.406976744186046,4.1325680429550085,5.374358974358974,4.182148716357026
0 : 37 : 10,1 : 15 : 33,2 : 50 : 13,5 : 46 : 56,5.0044843049327365,4.923891462607545,4.617644178987565,4.531129900076864
0 : 53 : 37,1 : 15 : 51,2 : 58 : 37,6 : 55 : 22,3.4690705626359963,4.904416611733685,4.400485210413362,3.78460797688789
0 : 29 : 53,1 : 22 : 10,2 : 20 : 22,4 : 50 : 54,6.224205242610151,4.52738336713996,5.59962004274519,5.403918872464765
0 : 48 : 15,1 : 32 : 00,3 : 13 : 7,6 : 28 : 58,3.854922279792746,4.043478260869565,4.07007853629067,4.0414774188019535
0 : 48 : 15,1 : 32 : 01,3 : 13 : 8,6 : 29 : 0,3.854922279792746,4.042745879369679,4.069727304107698,4.041131105398457
0 : 33 : 31,1 : 06 : 30,1 : 50 : 53,4 : 10 : 42,5.54947787170562,5.593984962406015,7.088531489553585,6.270442760271242
1 : 04 : 19,1 : 29 : 35,3 : 40 : 41,6 : 53 : 7,2.8919409173360977,4.152558139534884,3.5616645268484253,3.805220478476621
0 : 50 : 26,1 : 24 : 38,3 : 6 : 27,6 : 12 : 5,3.6880370125578326,4.395431272154392,4.21560740144811,4.224860022396417
0 : 45 : 12,1 : 36 : 08,3 : 2 : 51,6 : 49 : 8,4.11504424778761,3.8696255201109566,4.298605414273995,3.842268209222747
0 : 41 : 13,1 : 18 : 48,2 : 53 : 8,5 : 48 : 6,4.5127375657096644,4.720812182741117,4.539853677319985,4.515943694340707
0 : 42 : 53,1 : 16 : 52,3 : 8 : 9,6 : 27 : 11,4.337349397590361,4.839549002601908,4.177517937815573,4.060092118290216
0 : 27 : 31,0 : 56 : 45,1 : 57 : 35,4 : 9 : 52,6.7595396729255,6.5550660792951545,6.684620836286322,6.2913553895410885
0 : 47 : 07,1 : 33 : 58,3 : 17 : 28,6 : 37 : 45,3.9476476830562435,3.9588506562610855,3.980418636056718,3.9522313010685104
0 : 47 : 05,1 : 33 : 57,3 : 17 : 27,6 : 37 : 46,3.9504424778761065,3.959552953698776,3.9807546214231455,3.9520657001592223
0 : 45 : 26,1 : 24 : 24,3 : 14 : 22,7 : 0 : 30,4.09391049156273,4.407582938388625,4.0439032755959525,3.738406658739595
0 : 37 : 25,1 : 29 : 19,3 : 21 : 31,6 : 49 : 46,4.971046770601337,4.1649561485351745,3.9004218013398395,3.836329618482063
0 : 37 : 26,1 : 29 : 15,3 : 21 : 33,6 : 49 : 44,4.9688334817453255,4.168067226890757,3.8997767303398656,3.836641718190693
0 : 41 : 54,1 : 25 : 27,3 : 7 : 55,6 : 36 : 22,4.4391408114558475,4.353423054417788,4.18270509977827,3.9660247245816165
0 : 27 : 54,1 : 06 : 51,2 : 21 : 23,4 : 47 : 58,6.666666666666667,5.5646970830216915,5.559354002121891,5.458965158004399
0 : 27 : 59,0 : 58 : 39,2 : 8 : 52,4 : 49 : 38,6.646813579511614,6.342710997442456,6.099327470253492,5.427552077339165
0 : 44 : 23,1 : 32 : 30,3 : 15 : 25,7 : 3 : 55,4.190762298159971,4.021621621621621,4.022174840085288,3.7082759976410453
0 : 35 : 37,1 : 03 : 38,2 : 14 : 4,5 : 5 : 50,5.222274216190923,5.845992666317445,5.862754848334163,5.140054495912806
0 : 44 : 23,1 : 32 : 05,2 : 5 : 30,5 : 11 : 32,4.190762298159971,4.039819004524888,6.2629482071713145,5.046008987802267
0 : 25 : 58,0 : 50 : 30,1 : 55 : 56,4 : 28 : 41,7.163029525032093,7.366336633663367,6.779758481886141,5.850753675330314
1 : 08 : 03,1 : 28 : 39,3 : 25 : 3,5 : 49 : 15,2.7332843497428367,4.196277495769881,3.833211411850768,4.5010737294201855
1 : 23 : 15,1 : 47 : 22,3 : 18 : 23,6 : 45 : 29,2.2342342342342345,3.464762496119218,3.9620263799042257,3.876854782358502
1 : 08 : 02,1 : 28 : 37,3 : 25 : 3,5 : 49 : 15,2.7339539441450267,4.197855933797254,3.833211411850768,4.5010737294201855
1 : 41 : 27,2 : 10 : 25,3 : 48 : 20,7 : 27 : 34,1.8334154756037457,2.8523961661341852,3.442335766423357,3.5123259104788858
0 : 30 : 02,1 : 02 : 50,2 : 17 : 43,4 : 46 : 40,6.193118756936737,5.9204244031830235,5.707370204526201,5.4837209302325585
0 : 34 : 55,1 : 06 : 51,2 : 32 : 55,5 : 47 : 17,5.326968973747017,5.5646970830216915,5.140054495912806,4.526563324854825
0 : 33 : 52,1 : 07 : 19,2 : 35 : 3,5 : 27 : 38,5.4921259842519685,5.526120326813568,5.069332473395678,4.798046596805372
0 : 25 : 44,1 : 00 : 10,2 : 46 : 39,6 : 16 : 29,7.227979274611399,6.182825484764543,4.716471647164716,4.175483642480853
0 : 41 : 50,1 : 27 : 34,3 : 15 : 34,6 : 50 : 35,4.446215139442231,4.248191853825658,4.019089824441793,3.8286990054800083
0 : 38 : 35,1 : 16 : 17,2 : 50 : 58,6 : 55 : 12,4.8207343412527,4.876556696526109,4.597387404952232,3.786127167630058
0 : 27 : 43,0 : 52 : 57,2 : 8 : 9,4 : 57 : 24,6.710763680096212,7.025495750708215,6.133437378072571,5.285810356422327
0 : 31 : 50,1 : 21 : 36,2 : 15 : 37,4 : 55 : 4,5.842931937172775,4.558823529411765,5.795747818606365,5.327609579755988
0 : 24 : 46,0 : 47 : 58,1 : 50 : 53,3 : 52 : 4,7.510094212651414,7.755385684503127,7.088531489553585,6.773915541511061
0 : 41 : 52,1 : 33 : 49,3 : 10 : 21,6 : 48 : 0,4.442675159235669,3.9651803162195773,4.1292356185973205,3.8529411764705883
0 : 41 : 32,1 : 30 : 36,3 : 26 : 3,7 : 3 : 59,4.478330658105939,4.105960264900662,3.8146081048289244,3.7076929124572504
0 : 50 : 39,1 : 36 : 19,3 : 31 : 23,7 : 3 : 0,3.6722606120434356,3.862259906558228,3.7183631632894425,3.7163120567375887
0 : 52 : 30,1 : 47 : 58,3 : 10 : 53,6 : 32 : 36,3.542857142857143,3.4455078728002473,4.117698419628045,4.004075394803871
0 : 37 : 03,1 : 15 : 09,3 : 2 : 44,6 : 11 : 7,5.020242914979757,4.950099800399201,4.301349872309377,4.235864732563884
1 : 03 : 09,1 : 25 : 37,3 : 26 : 11,6 : 35 : 40,2.9453681710213777,4.344948413470898,3.8121412981973966,3.973041280539174
0 : 35 : 14,1 : 09 : 25,2 : 33 : 33,5 : 31 : 0,5.279091769157994,5.358943577430972,5.118853793552588,4.7492447129909365
0 : 35 : 15,1 : 09 : 26,2 : 33 : 33,5 : 30 : 59,5.276595744680851,5.357657225156024,5.118853793552588,4.749483861221612
0 : 45 : 25,1 : 10 : 54,2 : 41 : 5,6 : 4 : 33,4.095412844036698,5.246826516220027,4.879461976202793,4.3121656837196545
0 : 40 : 39,1 : 24 : 14,3 : 31 : 3,6 : 50 : 47,4.575645756457565,4.416303917688959,3.724235963041933,3.826834908913863
1 : 30 : 30,1 : 37 : 41,2 : 40 : 1,5 : 20 : 31,2.0552486187845305,3.808223852584883,4.911988334548484,4.90458114502626
0 : 54 : 35,1 : 39 : 51,2 : 57 : 11,5 : 59 : 12,3.40763358778626,3.725588382573861,4.436083153042987,4.3763919821826285
0 : 54 : 33,1 : 39 : 50,2 : 57 : 11,5 : 59 : 12,3.409715857011916,3.7262103505843074,4.436083153042987,4.3763919821826285
0 : 24 : 45,0 : 49 : 57,1 : 46 : 2,3 : 44 : 21,7.515151515151516,7.4474474474474475,7.412763281986797,7.006908847782483
1 : 07 : 25,1 : 47 : 51,3 : 48 : 27,7 : 22 : 40,2.758961681087763,3.449235048678721,3.4405778069599475,3.551204819277108
0 : 48 : 44,1 : 41 : 51,3 : 17 : 24,7 : 8 : 0,3.816689466484268,3.6524300441826214,3.9817629179331306,3.672897196261682
0 : 53 : 19,1 : 34 : 41,3 : 11 : 41,5 : 26 : 58,3.4885901844326352,3.928885759549375,4.100512998869663,4.807829544296055
0 : 55 : 54,1 : 44 : 49,3 : 30 : 2,6 : 28 : 49,3.32737030411449,3.5490539036412785,3.7422631328360576,4.043036563933302
0 : 55 : 56,1 : 44 : 48,3 : 30 : 2,6 : 28 : 48,3.3253873659118,3.5496183206106875,3.7422631328360576,4.04320987654321
0 : 50 : 54,1 : 15 : 45,2 : 9 : 56,4 : 57 : 33,3.6542239685658156,4.910891089108911,6.049256028732683,5.283145689800033
0 : 40 : 04,1 : 14 : 43,2 : 38 : 46,5 : 20 : 16,4.642262895174709,4.978808833370511,4.950661347889985,4.908409658617819
0 : 58 : 21,1 : 53 : 09,3 : 23 : 10,7 : 9 : 37,3.1876606683804627,3.287671232876712,3.8687448728465954,3.6590759203941494
0 : 49 : 59,1 : 49 : 28,2 : 27 : 41,7 : 5 : 2,3.721240413471157,3.398294762484775,5.322198397472068,3.698533448356991
1 : 40 : 16,2 : 02 : 11,3 : 48 : 44,7 : 10 : 47,1.855053191489362,3.044605101623244,3.4363159428737977,3.6491662475335627
0 : 50 : 18,0 : 58 : 25,2 : 9 : 19,5 : 21 : 0,3.6978131212723664,6.368045649072753,6.078102848305194,4.897196261682243
0 : 34 : 42,1 : 48 : 32,2 : 44 : 34,5 : 54 : 26,5.360230547550432,3.427518427518428,4.776179866315577,4.435248753879432
0 : 41 : 49,1 : 34 : 49,3 : 29 : 1,7 : 22 : 1,4.447987245914707,3.9233608718579718,3.7604656725938916,3.556426982391313
0 : 54 : 00,1 : 40 : 15,2 : 55 : 1,5 : 22 : 39,3.4444444444444446,3.71072319201995,4.491000857061231,4.872152487215249
0 : 41 : 11,1 : 35 : 59,3 : 20 : 17,6 : 33 : 15,4.516390125455282,3.8756728598715053,3.9244403761338105,3.9974570883661795
0 : 30 : 40,1 : 01 : 40,2 : 15 : 18,4 : 36 : 21,6.065217391304347,6.032432432432433,5.809312638580931,5.688438574271756
0 : 35 : 01,1 : 09 : 33,2 : 41 : 55,6 : 30 : 6,5.311756306520705,5.348670021567218,4.8543489449305195,4.029735965137144
0 : 37 : 10,1 : 20 : 04,2 : 52 : 25,6 : 20 : 58,5.0044843049327365,4.646128226477936,4.558724021266312,4.1263452620526735
0 : 46 : 45,1 : 31 : 22,3 : 6 : 59,6 : 16 : 27,3.978609625668449,4.071506749361547,4.203583207059452,4.1758533669810065
0 : 36 : 16,1 : 19 : 23,2 : 45 : 53,5 : 57 : 17,5.1286764705882355,4.686122191895864,4.738269868381392,4.399869384708681
0 : 35 : 06,1 : 15 : 47,2 : 51 : 25,6 : 13 : 22,5.299145299145299,4.908731031449308,4.585318424890618,4.210338362646192
0 : 53 : 22,1 : 43 : 05,3 : 28 : 24,6 : 20 : 41,3.485321673953779,3.608730800323363,3.771593090211132,4.129416400332735
